Type,State,Year,Month,Make,Model,Variant,IDV
Two Wheeler,Chhattisgarh,2021,March,KABIRA MOBILITY,KM 4000,STANDARD,130141
Two Wheeler,Chhattisgarh,2021,March,KABIRA MOBILITY,KOLLEGIO,LITHIUM-ION,43691
Two Wheeler,Chhattisgarh,2021,March,KABIRA MOBILITY,KOLLEGIO NEO,LITHIUM-ION,44650
Two Wheeler,Chhattisgarh,2021,March,KABIRA MOBILITY,KOLLEGIO PLUS,LITHIUM-ION,45600
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,NINJA 1000,SX,1048800
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,NINJA 300,STANDARD,302100
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,NINJA 650,STANDARD,607050
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,NINJA ZX-10R,STANDARD,1424050
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,VERSYS 1000,BS VI,
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,VERSYS 650,STANDARD,659300
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,VULCAN S,STANDARD,564300
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,W800,STREET,673550
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,Z H2,SE,2460500
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,Z H2,STANDARD,2080500
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,Z650,STANDARD,573800
Two Wheeler,Chhattisgarh,2021,March,KAWASAKI,Z900,STANDARD,778050
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,M5,STANDARD,94050
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,SE,STANDARD,91200
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,SUPER,STANDARD,28025
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,TN-95,STANDARD,93100
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,X2 VOGUE,STANDARD,44650
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,XGT KM,STANDARD,40375
Two Wheeler,Chhattisgarh,2021,March,KOMAKI,XONE,STANDARD,42750
Two Wheeler,Chhattisgarh,2021,March,KTM,125 DUKE,BS VI FACELIFT,144114
Two Wheeler,Chhattisgarh,2021,March,KTM,200 DUKE,BS VI,172642
Two Wheeler,Chhattisgarh,2021,March,KTM,250 ADVENTURE,STANDARD,239509
Two Wheeler,Chhattisgarh,2021,March,KTM,250 DUKE,BS VI,206714
Two Wheeler,Chhattisgarh,2021,March,KTM,390 ADVENTURE,STANDARD,295034
Two Wheeler,Chhattisgarh,2021,March,KTM,390 DUKE,BS VI,257213
Two Wheeler,Chhattisgarh,2021,March,KTM,RC125,BS VI,154620
Two Wheeler,Chhattisgarh,2021,March,KTM,RC200,BS VI,194074
Two Wheeler,Chhattisgarh,2021,March,KTM,RC390,BS VI,247873
Two Wheeler,Chhattisgarh,2021,March,LIIONS ELEKTRIK SOLUTIONS,SPOCK ELECTRIC SCOOTER,STANDARD,61750
Two Wheeler,Chhattisgarh,2021,March,LOHIA,OMA STAR LI,STANDARD,49163
Two Wheeler,Chhattisgarh,2021,March,LOHIA,OMASTAR,STANDARD,39372
Two Wheeler,Chhattisgarh,2021,March,M2GO,CIVITAS,STANDARD,98800
Two Wheeler,Chhattisgarh,2021,March,M2GO,X1,STANDARD,89775
Two Wheeler,Chhattisgarh,2021,March,MAHINDRA,MOJO,BLACK PEARL,189905
Two Wheeler,Chhattisgarh,2021,March,MAHINDRA,MOJO,GARNET BLACK,201400
Two Wheeler,Chhattisgarh,2021,March,MAHINDRA,MOJO,RED AGATE,206625
Two Wheeler,Chhattisgarh,2021,March,MAHINDRA,MOJO,RUBY RED,206625
Two Wheeler,Chhattisgarh,2021,March,MERICO,EAGLE-100 4.8,STANDARD,40708
Two Wheeler,Chhattisgarh,2021,March,MERICO,EAGLE-100 6.0,STANDARD,47292
Two Wheeler,Chhattisgarh,2021,March,MERICO,EVANKA,STANDARD,59380
Two Wheeler,Chhattisgarh,2021,March,MERICO,FASHIA,STANDARD,58245
Two Wheeler,Chhattisgarh,2021,March,MERICO,SPEEDSTAR,STANDARD,51007
Two Wheeler,Chhattisgarh,2021,March,NDS ECO MOTORS PVT. LTD.,ALFA,STD,67797
Two Wheeler,Chhattisgarh,2021,March,NDS ECO MOTORS PVT. LTD.,LIO,STD,78275
Two Wheeler,Chhattisgarh,2021,March,NDS ECO MOTORS PVT. LTD.,LIO +,STD,116850
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,E2GO,LITE,60799
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,E2GO,STANDARD,50349
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,EVOQIS,STANDARD,142500
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,HAWK,STANDARD,70299
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,HAWK +,STANDARD,93575
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,HAWK LITE,STANDARD,80749
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,RACER,STANDARD,56525
Two Wheeler,Chhattisgarh,2021,March,ODYSSE,RACER LITE,STANDARD,72200
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,DUAL,B2B,56048
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,I-PRAISE,PLUS,103292
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,LITE,STANDARD,56991
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,PRAISE,PRO,75313
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,R30,STANDARD,56042
Two Wheeler,Chhattisgarh,2021,March,OKINAWA,RIDGE PLUS,STANDARD,69746
Two Wheeler,Chhattisgarh,2021,March,ONE ELECTRIC,KRIDN,STANDARD,122550
Two Wheeler,Chhattisgarh,2021,March,PALATINO,ANGEL,STANDARD,33249
Two Wheeler,Chhattisgarh,2021,March,PALATINO,PRINCESS,STANDARD,34199
Two Wheeler,Chhattisgarh,2021,March,PALATINO,RYAN,STANDARD,37049
Two Wheeler,Chhattisgarh,2021,March,PALATINO,SPYKAR,STANDARD,36099
Two Wheeler,Chhattisgarh,2021,March,PALATINO,SUNSHINE,STANDARD,34199
Two Wheeler,Chhattisgarh,2021,March,PURE EV,EGNITE,STANDARD,45124
Two Wheeler,Chhattisgarh,2021,March,PURE EV,EPLUTO,STANDARD,68399
Two Wheeler,Chhattisgarh,2021,March,PURE EV,EPLUTO 7G,STANDARD,75999
Two Wheeler,Chhattisgarh,2021,March,PURE EV,ETRANCE,STANDARD,49399
Two Wheeler,Chhattisgarh,2021,March,PURE EV,ETRANCE PLUS,STANDARD,54149
Two Wheeler,Chhattisgarh,2021,March,PURE EV,ETRON,NEO,72199
Two Wheeler,Chhattisgarh,2021,March,PURE EV,ETRON,PLUS,33249
Two Wheeler,Chhattisgarh,2021,March,PURE EV,ETRON,STANDARD,29924
Two Wheeler,Chhattisgarh,2021,March,RAFTAAR,ELECTRICA,STANDARD,46113
Two Wheeler,Chhattisgarh,2021,March,RAFTAAR,GALAXY,STANDARD,49305
Two Wheeler,Chhattisgarh,2021,March,REVOLT,RV 300,STANDARD,90249
Two Wheeler,Chhattisgarh,2021,March,REVOLT,RV 400,PREMIUM,113049
Two Wheeler,Chhattisgarh,2021,March,REVOLT,RV 400,STANDARD,98799
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,BULLET 350,ES X EFI BS VI,138844
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,BULLET 350,KS X EFI BS VI,123717
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,BULLET 350,STANDARD EFI BS VI,129694
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,BS VI EFI,166634
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,CHROME AND STEALTH BS VI,182978
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI,168429
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI ALLOY,179891
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,ORANGE EMBER & METALLO SILVER,179891
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,SANDSTONE AND AIRBORNE BS VI,176607
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CLASSIC 350,SINGLE CHANNEL ABS BS VI,158873
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CHROME,291576
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CUSTOM,278966
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,STANDARD,271395
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,HIMALAYAN,DUAL TONE BS VI FACELIFT,194737
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,HIMALAYAN,PINE GREEN AND GRANITE BLACK,198225
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,HIMALAYAN,SLEET AND GRAVEL GREY BS VI,184447
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,HIMALAYAN,STANDARD BS VI FACELIFT,191249
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CHROME,276457
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CUSTOM,263844
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,STANDARD,256276
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,METEOR 350,FIREBALL,169807
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,METEOR 350,STELLAR,175119
Two Wheeler,Chhattisgarh,2021,March,ROYAL ENFIELD,METEOR 350,SUPERNOVA,183973
Two Wheeler,Chhattisgarh,2021,March,STELLA AUTOMOBILI,SA 1000,LI,57000
Two Wheeler,Chhattisgarh,2021,March,STELLA AUTOMOBILI,SA 1000,STANDARD,43700
Two Wheeler,Chhattisgarh,2021,March,STELLA AUTOMOBILI,SA 2000,LI,62700
Two Wheeler,Chhattisgarh,2021,March,STELLA AUTOMOBILI,SA 2000,STANDARD,49400
Two Wheeler,Chhattisgarh,2021,March,SUPER ECO,S 2,STANDARD,99750
Two Wheeler,Chhattisgarh,2021,March,SUPER ECO,SE 2,STANDARD,59519
Two Wheeler,Chhattisgarh,2021,March,SUPER ECO,T1,STANDARD,53933
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,ALLOY WHEEL DRUM CBS FI,70878
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,DISC ALLOY - BLUETOOTH,78005
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,DISC CBS FI,72779
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,DRUM ALLOY - BLUETOOTH,76105
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,DRUM CAST SE FI,72496
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,SE DISC CBS FI,74395
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,ACCESS 125,STEEL WHEEL DRUM CBS FI,69266
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,BURGMAN STREET 125,BLUETOOTH,83705
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,BURGMAN STREET 125,BS VI,80380
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,GIXXER,SINGLE CHANNEL ABS BS VI,112679
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,GIXXER 250,STANDARD,161130
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,GIXXER SF,NEW STANDARD BS VI,122656
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,GIXXER SF 250,MOTOGP EDITION,172055
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,GIXXER SF 250,STANDARD,171293
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,INTRUDER 150,STANDARD,120495
Two Wheeler,Chhattisgarh,2021,March,SUZUKI,V-STROM 650 XT,ABS,839800
Two Wheeler,Chhattisgarh,2021,March,SVM,PRANA,ELITE,261249
Two Wheeler,Chhattisgarh,2021,March,SVM,PRANA,GRAND,189999
Two Wheeler,Chhattisgarh,2021,March,TECHO ELECTRA,EMERGE,STANDARD,64701
Two Wheeler,Chhattisgarh,2021,March,TECHO ELECTRA,NEO,STANDARD,39479
Two Wheeler,Chhattisgarh,2021,March,TECHO ELECTRA,RAPTOR,STANDARD,54552
Two Wheeler,Chhattisgarh,2021,March,TECHO ELECTRA,SAATHI,STANDARD,54812
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,BONNEVILLE SPEEDMASTER,STANDARD,1077015
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,BONNEVILLE T100,BLACK,843030
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,BONNEVILLE T120,BLACK,947720
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,ROCKET 3,GT,1748000
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,ROCKET 3,R,1757500
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,SPEED TRIPLE 1200 RS,STANDARD,1610250
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,STREET TRIPLE R,STANDARD,839800
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,STREET TRIPLE RS,STANDARD,1076350
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,STREET TWIN,STANDARD,707750
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,TIGER 850 SPORT,STANDARD,1135250
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,TIGER 900,GT,1301500
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,TIGER 900,RALLY,1363250
Two Wheeler,Chhattisgarh,2021,March,TRIUMPH,TIGER 900,RALLY PRO,1472500
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LEAD ACID BATTERY 12V 28AH,56905
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LITHIUM ION 60V 32AH,56905
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,LITHINO LI 2.0,LITHIUM ION 12V 26AH,53200
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,MINI LITHINO 48V,LITHIUM ION 12V 26AH,37999
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 12V 28AH,47120
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 60V 28AH,47120
Two Wheeler,Chhattisgarh,2021,March,TUNWAL E BIKE,STORM ZX LI,LITHIUM ION 60V 28AH,50646
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RR310,BS VI,237491
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 160,FRONT DISC ABS BS VI,97917
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 160,REAR DISC ABS BS VI,100767
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 160 4V,DISC-ABS BS VI,106942
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 160 4V,DRUM-ABS BS VI,104092
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 180,BS VI,105042
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS BS VI,127842
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS WITH MODES,128792
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 200 4V,FI E100,114000
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS BS VI,123092
Two Wheeler,Chhattisgarh,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS WITH MODES,124042
Two Wheeler,Chhattisgarh,2021,March,TVS,IQUBE,STANDARD,102600
Two Wheeler,Chhattisgarh,2021,March,TVS,JUPITER,CLASSIC BS VI,70760
Two Wheeler,Chhattisgarh,2021,March,TVS,JUPITER,SHEET METAL WHEEL,62167
Two Wheeler,Chhattisgarh,2021,March,TVS,JUPITER,STANDARD BS VI,64067
Two Wheeler,Chhattisgarh,2021,March,TVS,JUPITER,ZX DISC,70575
Two Wheeler,Chhattisgarh,2021,March,TVS,JUPITER,ZX DRUM BS VI,66680
Two Wheeler,Chhattisgarh,2021,March,TVS,NTORQ 125,DISC BS VI,77199
Two Wheeler,Chhattisgarh,2021,March,TVS,NTORQ 125,DRUM BS VI,73399
Two Wheeler,Chhattisgarh,2021,March,TVS,NTORQ 125,RACE EDITION BS VI,80600
Two Wheeler,Chhattisgarh,2021,March,TVS,NTORQ 125,SUPER SQUAD EDITION - DISC,82975
Two Wheeler,Chhattisgarh,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DISC,65077
Two Wheeler,Chhattisgarh,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DRUM,62227
Two Wheeler,Chhattisgarh,2021,March,TVS,RADEON,DRUM BS VI,59377
Two Wheeler,Chhattisgarh,2021,March,TVS,SCOOTY PEP PLUS,MATTE EDITION BS VI,52928
Two Wheeler,Chhattisgarh,2021,March,TVS,SCOOTY PEP PLUS,MUDHAL KADHAL,53281
Two Wheeler,Chhattisgarh,2021,March,TVS,SCOOTY PEP PLUS,STANDARD BS VI,51456
Two Wheeler,Chhattisgarh,2021,March,TVS,SCOOTY ZEST 110,HIMALAYAN HIGHS,59511
Two Wheeler,Chhattisgarh,2021,March,TVS,SCOOTY ZEST 110,MATTE,61126
Two Wheeler,Chhattisgarh,2021,March,TVS,SPORT,KICK START ALLOY BS VI,53295
Two Wheeler,Chhattisgarh,2021,March,TVS,SPORT,SELF START ALLOY BS VI,55076
Two Wheeler,Chhattisgarh,2021,March,TVS,STAR CITY PLUS,DISC,65042
Two Wheeler,Chhattisgarh,2021,March,TVS,STAR CITY PLUS,DUAL TONE BS VI,63047
Two Wheeler,Chhattisgarh,2021,March,TVS,STAR CITY PLUS,MONO TONE BS VI,63047
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100,COMFORT BS VI,38941
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100,COMFORT I-TOUCHSTART,47179
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH BS VI,45212
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH SPECIAL EDITION BS VI,46865
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH START WINNER EDITION,47390
Two Wheeler,Chhattisgarh,2021,March,TVS,XL 100 HEAVY DUTY,STANDARD,40841
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO,LA 48V,33136
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO,LA 60V,37886
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO,LI 48V,48336
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO,LI 60V,51186
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO DB LI,STANDARD,51186
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO T3,60V,66713
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EGO T3,72V,56738
Two Wheeler,Chhattisgarh,2021,March,UJAAS,ESPA,LA 60V,45765
Two Wheeler,Chhattisgarh,2021,March,UJAAS,ESPA,LI 60V,52136
Two Wheeler,Chhattisgarh,2021,March,UJAAS,EZY,LA 48V,30286
Two Wheeler,Chhattisgarh,2021,March,ULTRAVIOLETTE,F77,STANDARD,285000
Two Wheeler,Chhattisgarh,2021,March,VARCAS,EAGAN,STANDARD,69349
Two Wheeler,Chhattisgarh,2021,March,VARCAS,FALCON,STANDARD,57385
Two Wheeler,Chhattisgarh,2021,March,VESPA,ELEGANTE 125,BS VI,116628
Two Wheeler,Chhattisgarh,2021,March,VESPA,ELEGANTE 150,BS VI FI,131384
Two Wheeler,Chhattisgarh,2021,March,VESPA,LX 125,BS VI,93801
Two Wheeler,Chhattisgarh,2021,March,VESPA,NOTTE,BS VI,90390
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 125,BS VI FI,109240
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 125,CANDY RED ABS BS VI,109796
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 125,FACELIFT,111624
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 125,RACING SIXTIES,117090
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 150,BS VI FI,121644
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 150,CANDY RED ABS BS VI,121238
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 150,FACELIFT,123789
Two Wheeler,Chhattisgarh,2021,March,VESPA,SXL 150,RACING SIXTIES,129096
Two Wheeler,Chhattisgarh,2021,March,VESPA,UC 125,STANDARD BS VI,90390
Two Wheeler,Chhattisgarh,2021,March,VESPA,VXL 125,BS VI,106154
Two Wheeler,Chhattisgarh,2021,March,VESPA,VXL 125,FACELIFT,107985
Two Wheeler,Chhattisgarh,2021,March,VESPA,VXL 150,BS VI,117857
Two Wheeler,Chhattisgarh,2021,March,VESPA,VXL 150,FACELIFT,119689
Two Wheeler,Chhattisgarh,2021,March,VESPA,ZX 125,BS VI FI,97670
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FASCINO 125,DLX DISC BRAKE,74157
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FASCINO 125,DLX DRUM BRAKE,71782
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FASCINO 125,STANDARD DISC BRAKE,73207
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FASCINO 125,STANDARD DRUM BRAKE,70832
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,DARK KNIGHT BLUETOOTH,103265
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS BS VI,99465
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS DARK BS VI,102315
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,STANDARD BLUETOOTH,101840
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,VINTAGE,104215
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ S V 3.0,VINTAGE BLUETOOTH,105165
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ V 3.0,BS VI,98515
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ V 3.0,SINGLE CHANNEL ABS BS VI,97565
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZ25,STANDARD,145920
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,FZS 25,STANDARD,150670
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,MT-15,BS VI,134520
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,MT-15,SPECIAL EDITION BS VI,135470
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,RAY ZR 125,DISC,75525
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,RAY ZR 125,DRUM,72675
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,RAY ZR 125,STREET RALLY,76475
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,YZF R15 V3,DARKNIGHT ABS BS VI,145065
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,YZF R15 V3,DUAL CHANNEL ABS BS VI,143070
Two Wheeler,Chhattisgarh,2021,March,YAMAHA,YZF R15 V3,RACING BLUE ABS BS VI,144115
Two Wheeler,Chhattisgarh,2021,March,YO,DRIFT,STANDARD,48450
Two Wheeler,Chhattisgarh,2021,March,YO,EDGE,STANDARD,46550
Two Wheeler,Chhattisgarh,2021,March,YO,ELECTRON,ER,34394
Two Wheeler,Chhattisgarh,2021,March,YO,XPLOR,STANDARD,37598
Two Wheeler,Chhattisgarh,2021,March,YOGO,SMART,STANDARD,74100
Two Wheeler,Chhattisgarh,2021,March,YOGO,TRENDY,STANDARD,52250
Two Wheeler,Chhattisgarh,2021,March,YUKIE,SHIGA,STANDARD,48559
Two Wheeler,Chhattisgarh,2021,March,YUKIE,YUVEE,STANDARD,42166
Two Wheeler,Dadra & Nagar Haveli,2021,March,22KYMCO,IFLOW,STANDARD,85500
Two Wheeler,Dadra & Nagar Haveli,2021,March,22MOTORS,FLOW,STANDARD,71003
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,FEISTY,STANDARD,57200
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,INSPIRER,60V 25AH,68399
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,INSPIRER,60V 34AH,74099
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,INSPIRER,STANDARD,45599
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,JAUNTY,60V 25AH,68399
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,JAUNTY,60V 34AH,74099
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,JAUNTY,STANDARD,54719
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,JAUNTY 3W,STANDARD,71724
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMO MOBILITY,S-PIN,STANDARD,41426
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,MAGNUS,LEAD ACID BATTERY,47499
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,MAGNUS,PRO - LI BATTERY,70291
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO,LEAD ACID BATTERY,37905
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO,LI,50254
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO,PLUS LEAD ACID BATTERY,40366
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO,PLUS LI,53381
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO ELITE,LEAD ACID BATTERY,40849
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,REO ELITE,LI BATTERY,56991
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,V48,LEAD ACID BATTERY,32584
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,V48,LI,47974
Two Wheeler,Dadra & Nagar Haveli,2021,March,AMPERE,ZEAL,LI,64504
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SR 160,CARBON BS VI,103720
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SR 160,FACELIFT BS VI,100779
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SR 160,RACE BS VI,107799
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SR125,BS VI FI,91338
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SR125,FACELIFT,91495
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,STORM 125,BS VI FI,83832
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,STORM 125,DISC,89076
Two Wheeler,Dadra & Nagar Haveli,2021,March,APRILIA,SXR 160,STANDARD,122212
