Type,State,Year,Month,Make,Model,Variant,IDV
Two Wheeler,Tamil Nadu,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,STANDARD,256277
Two Wheeler,Tamil Nadu,2021,March,ROYAL ENFIELD,METEOR 350,FIREBALL,169807
Two Wheeler,Tamil Nadu,2021,March,ROYAL ENFIELD,METEOR 350,STELLAR,175120
Two Wheeler,Tamil Nadu,2021,March,ROYAL ENFIELD,METEOR 350,SUPERNOVA,183973
Two Wheeler,Tamil Nadu,2021,March,STELLA AUTOMOBILI,SA 1000,LI,57000
Two Wheeler,Tamil Nadu,2021,March,STELLA AUTOMOBILI,SA 1000,STANDARD,43700
Two Wheeler,Tamil Nadu,2021,March,STELLA AUTOMOBILI,SA 2000,LI,62700
Two Wheeler,Tamil Nadu,2021,March,STELLA AUTOMOBILI,SA 2000,STANDARD,49400
Two Wheeler,Tamil Nadu,2021,March,SUPER ECO,S 2,STANDARD,99750
Two Wheeler,Tamil Nadu,2021,March,SUPER ECO,SE 2,STANDARD,59519
Two Wheeler,Tamil Nadu,2021,March,SUPER ECO,T1,STANDARD,53933
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,ALLOY WHEEL DRUM CBS FI,
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,DISC ALLOY - BLUETOOTH,
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,DISC CBS FI,74640
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,DRUM ALLOY - BLUETOOTH,77968
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,DRUM CAST SE FI,74357
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,SE DISC CBS FI,76257
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,ACCESS 125,STEEL WHEEL DRUM CBS FI,71127
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,BURGMAN STREET 125,BLUETOOTH,85566
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,BURGMAN STREET 125,BS VI,82242
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,GIXXER,SINGLE CHANNEL ABS BS VI,114541
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,GIXXER 250,STANDARD,162993
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,GIXXER SF,NEW STANDARD BS VI,124517
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,GIXXER SF 250,MOTOGP EDITION,173916
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,GIXXER SF 250,STANDARD,173157
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,INTRUDER 150,STANDARD,122903
Two Wheeler,Tamil Nadu,2021,March,SUZUKI,V-STROM 650 XT,ABS,850686
Two Wheeler,Tamil Nadu,2021,March,SVM,PRANA,ELITE,261249
Two Wheeler,Tamil Nadu,2021,March,SVM,PRANA,GRAND,189999
Two Wheeler,Tamil Nadu,2021,March,TECHO ELECTRA,EMERGE,STANDARD,64701
Two Wheeler,Tamil Nadu,2021,March,TECHO ELECTRA,NEO,STANDARD,39479
Two Wheeler,Tamil Nadu,2021,March,TECHO ELECTRA,RAPTOR,STANDARD,54552
Two Wheeler,Tamil Nadu,2021,March,TECHO ELECTRA,SAATHI,STANDARD,54812
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,BONNEVILLE SPEEDMASTER,STANDARD,1077015
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,BONNEVILLE T100,BLACK,843030
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,BONNEVILLE T120,BLACK,947720
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,ROCKET 3,GT,1748000
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,ROCKET 3,R,1757500
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,SPEED TRIPLE 1200 RS,STANDARD,1610250
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,STREET TRIPLE R,STANDARD,839800
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,STREET TRIPLE RS,STANDARD,1076350
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,STREET TWIN,STANDARD,
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,TIGER 850 SPORT,STANDARD,1135250
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,TIGER 900,GT,1301500
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,TIGER 900,RALLY,1363250
Two Wheeler,Tamil Nadu,2021,March,TRIUMPH,TIGER 900,RALLY PRO,1472500
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LEAD ACID BATTERY 12V 28AH,56905
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LITHIUM ION 60V 32AH,56905
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,LITHINO LI 2.0,LITHIUM ION 12V 26AH,53200
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,MINI LITHINO 48V,LITHIUM ION 12V 26AH,37999
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 12V 28AH,47120
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 60V 28AH,47120
Two Wheeler,Tamil Nadu,2021,March,TUNWAL E BIKE,STORM ZX LI,LITHIUM ION 60V 28AH,50646
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RR310,BS VI,237491
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 160,FRONT DISC ABS BS VI,96354
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 160,REAR DISC ABS BS VI,99204
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 160 4V,DISC-ABS BS VI,104191
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 160 4V,DRUM-ABS BS VI,101341
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 180,BS VI,102873
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS BS VI,125483
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS WITH MODES,126528
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 200 4V,FI E100,114000
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS BS VI,120733
Two Wheeler,Tamil Nadu,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS WITH MODES,121968
Two Wheeler,Tamil Nadu,2021,March,TVS,IQUBE,STANDARD,102600
Two Wheeler,Tamil Nadu,2021,March,TVS,JUPITER,CLASSIC BS VI,72642
Two Wheeler,Tamil Nadu,2021,March,TVS,JUPITER,SHEET METAL WHEEL,64049
Two Wheeler,Tamil Nadu,2021,March,TVS,JUPITER,STANDARD BS VI,65949
Two Wheeler,Tamil Nadu,2021,March,TVS,JUPITER,ZX DISC,72457
Two Wheeler,Tamil Nadu,2021,March,TVS,JUPITER,ZX DRUM BS VI,68562
Two Wheeler,Tamil Nadu,2021,March,TVS,NTORQ 125,DISC BS VI,77631
Two Wheeler,Tamil Nadu,2021,March,TVS,NTORQ 125,DRUM BS VI,73831
Two Wheeler,Tamil Nadu,2021,March,TVS,NTORQ 125,RACE EDITION BS VI,81032
Two Wheeler,Tamil Nadu,2021,March,TVS,NTORQ 125,SUPER SQUAD EDITION - DISC,83407
Two Wheeler,Tamil Nadu,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DISC,63500
Two Wheeler,Tamil Nadu,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DRUM,60650
Two Wheeler,Tamil Nadu,2021,March,TVS,RADEON,DRUM BS VI,57800
Two Wheeler,Tamil Nadu,2021,March,TVS,SCOOTY PEP PLUS,MATTE EDITION BS VI,52806
Two Wheeler,Tamil Nadu,2021,March,TVS,SCOOTY PEP PLUS,MUDHAL KADHAL,53281
Two Wheeler,Tamil Nadu,2021,March,TVS,SCOOTY PEP PLUS,STANDARD BS VI,51751
Two Wheeler,Tamil Nadu,2021,March,TVS,SCOOTY ZEST 110,HIMALAYAN HIGHS,57461
Two Wheeler,Tamil Nadu,2021,March,TVS,SCOOTY ZEST 110,MATTE,59218
Two Wheeler,Tamil Nadu,2021,March,TVS,SPORT,KICK START ALLOY BS VI,53252
Two Wheeler,Tamil Nadu,2021,March,TVS,SPORT,SELF START ALLOY BS VI,60116
Two Wheeler,Tamil Nadu,2021,March,TVS,STAR CITY PLUS,DISC,65042
Two Wheeler,Tamil Nadu,2021,March,TVS,STAR CITY PLUS,DUAL TONE BS VI,62767
Two Wheeler,Tamil Nadu,2021,March,TVS,STAR CITY PLUS,MONO TONE BS VI,62767
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100,COMFORT BS VI,39135
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100,COMFORT I-TOUCHSTART,48316
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH BS VI,46587
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH SPECIAL EDITION BS VI,48003
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH START WINNER EDITION,
Two Wheeler,Tamil Nadu,2021,March,TVS,XL 100 HEAVY DUTY,STANDARD,
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO,LA 48V,33136
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO,LA 60V,37886
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO,LI 48V,48336
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO,LI 60V,51186
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO DB LI,STANDARD,51186
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO T3,60V,66713
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EGO T3,72V,56738
Two Wheeler,Tamil Nadu,2021,March,UJAAS,ESPA,LA 60V,45765
Two Wheeler,Tamil Nadu,2021,March,UJAAS,ESPA,LI 60V,52136
Two Wheeler,Tamil Nadu,2021,March,UJAAS,EZY,LA 48V,30286
Two Wheeler,Tamil Nadu,2021,March,ULTRAVIOLETTE,F77,STANDARD,285000
Two Wheeler,Tamil Nadu,2021,March,VARCAS,EAGAN,STANDARD,69349
Two Wheeler,Tamil Nadu,2021,March,VARCAS,FALCON,STANDARD,57385
Two Wheeler,Tamil Nadu,2021,March,VESPA,ELEGANTE 125,BS VI,116580
Two Wheeler,Tamil Nadu,2021,March,VESPA,ELEGANTE 150,BS VI FI,130977
Two Wheeler,Tamil Nadu,2021,March,VESPA,LX 125,BS VI,95287
Two Wheeler,Tamil Nadu,2021,March,VESPA,NOTTE,BS VI,91875
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 125,BS VI FI,109811
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 125,CANDY RED ABS BS VI,111695
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 125,FACELIFT,113110
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 125,RACING SIXTIES,118576
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 150,BS VI FI,122216
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 150,CANDY RED ABS BS VI,123136
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 150,FACELIFT,125274
Two Wheeler,Tamil Nadu,2021,March,VESPA,SXL 150,RACING SIXTIES,130581
Two Wheeler,Tamil Nadu,2021,March,VESPA,UC 125,STANDARD BS VI,91875
Two Wheeler,Tamil Nadu,2021,March,VESPA,VXL 125,BS VI,106727
Two Wheeler,Tamil Nadu,2021,March,VESPA,VXL 125,FACELIFT,109470
Two Wheeler,Tamil Nadu,2021,March,VESPA,VXL 150,BS VI,118429
Two Wheeler,Tamil Nadu,2021,March,VESPA,VXL 150,FACELIFT,121174
Two Wheeler,Tamil Nadu,2021,March,VESPA,ZX 125,BS VI FI,99154
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FASCINO 125,DLX DISC BRAKE,73673
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FASCINO 125,DLX DRUM BRAKE,71298
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FASCINO 125,STANDARD DISC BRAKE,72723
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FASCINO 125,STANDARD DRUM BRAKE,70348
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,DARK KNIGHT BLUETOOTH,103967
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS BS VI,100167
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS DARK BS VI,103017
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,STANDARD BLUETOOTH,
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,VINTAGE,104917
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ S V 3.0,VINTAGE BLUETOOTH,105867
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ V 3.0,BS VI,98515
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ V 3.0,SINGLE CHANNEL ABS BS VI,98267
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZ25,STANDARD,147382
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,FZS 25,STANDARD,152132
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,MT-15,BS VI,134710
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,MT-15,SPECIAL EDITION BS VI,
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,RAY ZR 125,DISC,73730
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,RAY ZR 125,DRUM,70880
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,RAY ZR 125,STREET RALLY,74680
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,YZF R15 V3,DARKNIGHT ABS BS VI,146527
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,YZF R15 V3,DUAL CHANNEL ABS BS VI,144532
Two Wheeler,Tamil Nadu,2021,March,YAMAHA,YZF R15 V3,RACING BLUE ABS BS VI,145577
Two Wheeler,Tamil Nadu,2021,March,YO,DRIFT,STANDARD,48450
Two Wheeler,Tamil Nadu,2021,March,YO,EDGE,STANDARD,46550
Two Wheeler,Tamil Nadu,2021,March,YO,ELECTRON,ER,34394
Two Wheeler,Tamil Nadu,2021,March,YO,XPLOR,STANDARD,37598
Two Wheeler,Tamil Nadu,2021,March,YOGO,SMART,STANDARD,74100
Two Wheeler,Tamil Nadu,2021,March,YOGO,TRENDY,STANDARD,52250
Two Wheeler,Tamil Nadu,2021,March,YUKIE,SHIGA,STANDARD,48559
Two Wheeler,Tamil Nadu,2021,March,YUKIE,YUVEE,STANDARD,42166
Two Wheeler,Telangana,2021,March,22KYMCO,IFLOW,STANDARD,85500
Two Wheeler,Telangana,2021,March,22MOTORS,FLOW,STANDARD,71003
Two Wheeler,Telangana,2021,March,AMO MOBILITY,FEISTY,STANDARD,57200
Two Wheeler,Telangana,2021,March,AMO MOBILITY,INSPIRER,60V 25AH,68399
Two Wheeler,Telangana,2021,March,AMO MOBILITY,INSPIRER,60V 34AH,74099
Two Wheeler,Telangana,2021,March,AMO MOBILITY,INSPIRER,STANDARD,45599
Two Wheeler,Telangana,2021,March,AMO MOBILITY,JAUNTY,60V 25AH,68399
Two Wheeler,Telangana,2021,March,AMO MOBILITY,JAUNTY,60V 34AH,74099
Two Wheeler,Telangana,2021,March,AMO MOBILITY,JAUNTY,STANDARD,54719
Two Wheeler,Telangana,2021,March,AMO MOBILITY,JAUNTY 3W,STANDARD,71724
Two Wheeler,Telangana,2021,March,AMO MOBILITY,S-PIN,STANDARD,41426
Two Wheeler,Telangana,2021,March,AMPERE,MAGNUS,LEAD ACID BATTERY,47499
Two Wheeler,Telangana,2021,March,AMPERE,MAGNUS,PRO - LI BATTERY,70291
Two Wheeler,Telangana,2021,March,AMPERE,REO,LEAD ACID BATTERY,37524
Two Wheeler,Telangana,2021,March,AMPERE,REO,LI,49874
Two Wheeler,Telangana,2021,March,AMPERE,REO,PLUS LEAD ACID BATTERY,40366
Two Wheeler,Telangana,2021,March,AMPERE,REO,PLUS LI,53381
Two Wheeler,Telangana,2021,March,AMPERE,REO ELITE,LEAD ACID BATTERY,40849
Two Wheeler,Telangana,2021,March,AMPERE,REO ELITE,LI BATTERY,56991
Two Wheeler,Telangana,2021,March,AMPERE,V48,LEAD ACID BATTERY,32062
Two Wheeler,Telangana,2021,March,AMPERE,V48,LI,48544
Two Wheeler,Telangana,2021,March,AMPERE,ZEAL,LI,63602
Two Wheeler,Telangana,2021,March,APRILIA,SR 160,CARBON BS VI,101727
Two Wheeler,Telangana,2021,March,APRILIA,SR 160,FACELIFT BS VI,98787
Two Wheeler,Telangana,2021,March,APRILIA,SR 160,RACE BS VI,105340
Two Wheeler,Telangana,2021,March,APRILIA,SR125,BS VI FI,
Two Wheeler,Telangana,2021,March,APRILIA,SR125,FACELIFT,89502
Two Wheeler,Telangana,2021,March,APRILIA,STORM 125,BS VI FI,81839
Two Wheeler,Telangana,2021,March,APRILIA,STORM 125,DISC,87084
Two Wheeler,Telangana,2021,March,APRILIA,SXR 160,STANDARD,120053
Two Wheeler,Telangana,2021,March,ATHER,450,STANDARD,
Two Wheeler,Telangana,2021,March,ATHER,450,X PLUS,135295
Two Wheeler,Telangana,2021,March,ATHER,450,X PRO,153355
Two Wheeler,Telangana,2021,March,AVON,E STAR,STD,57000
Two Wheeler,Telangana,2021,March,AVON,E-LITE,STD,26600
Two Wheeler,Telangana,2021,March,AVON,E-MATE,STD,
Two Wheeler,Telangana,2021,March,AVON,E-PLUS,STD,23750
Two Wheeler,Telangana,2021,March,AVON,E-SCOOT,STD,42750
Two Wheeler,Telangana,2021,March,AVON,E-ZAP,STD,
Two Wheeler,Telangana,2021,March,BAJAJ,AVENGER 220 CRUISE,BS VI,117551
Two Wheeler,Telangana,2021,March,BAJAJ,AVENGER STREET 160,BS VI,96611
Two Wheeler,Telangana,2021,March,BAJAJ,CHETAK,PREMIUM,114000
Two Wheeler,Telangana,2021,March,BAJAJ,CHETAK,URBANE,109250
Two Wheeler,Telangana,2021,March,BAJAJ,CT 100,ES ALLOY BS VI,50550
Two Wheeler,Telangana,2021,March,BAJAJ,CT 100,KS ALLOY BS VI,44895
Two Wheeler,Telangana,2021,March,BAJAJ,CT 100,KS ALLOY BS VI FACELIFT,47740
Two Wheeler,Telangana,2021,March,BAJAJ,CT110,ES ALLOY BS VI,52537
Two Wheeler,Telangana,2021,March,BAJAJ,CT110,KS ALLOY BS VI,39496
Two Wheeler,Telangana,2021,March,BAJAJ,DOMINAR 250,STANDARD,159332
Two Wheeler,Telangana,2021,March,BAJAJ,DOMINAR 400,STANDARD BS VI,189767
Two Wheeler,Telangana,2021,March,BAJAJ,PLATINA,ES ALLOY BS VI FACELIFT,51224
Two Wheeler,Telangana,2021,March,BAJAJ,PLATINA,ES DISC,60326
Two Wheeler,Telangana,2021,March,BAJAJ,PLATINA,KS ALLOY BS VI FACELIFT,50464
Two Wheeler,Telangana,2021,March,BAJAJ,PLATINA 110 H-GEAR,ABS,62630
Two Wheeler,Telangana,2021,March,BAJAJ,PLATINA 110 H-GEAR,DISC BS VI,61208
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 125,DISC BS VI,74140
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 125,DRUM BS VI,69434
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 125,SPLIT SEAT,77271
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 125,SPLIT SEAT DRUM CBS,
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 150,NEON ABS BS VI,90148
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 150,SINGLE DISC ABS BS VI,96758
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 150,TWIN DISC ABS BS VI,100460
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 180,STANDARD,101840
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 180F,NEON ABS BS VI,108607
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR 220F,BS VI,
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR NS160,TWIN DISC ABS BS VI,104801
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR NS200,BS VI,125892
Two Wheeler,Telangana,2021,March,BAJAJ,PULSAR RS200,BS VI,
Two Wheeler,Telangana,2021,March,BATTRE,GPS IE,STANDARD,61741
Two Wheeler,Telangana,2021,March,BATTRE,IOT,STANDARD,75999
Two Wheeler,Telangana,2021,March,BATTRE,LO EV,STANDARD,
Two Wheeler,Telangana,2021,March,BATTRE,ONE,STANDARD,70300
Two Wheeler,Telangana,2021,March,BENELLI,IMPERIALE 400,STANDARD,179550
Two Wheeler,Telangana,2021,March,BENELLI,LEONCINO,STANDARD,436050
Two Wheeler,Telangana,2021,March,BENELLI,TRK 502,STANDARD,455905
Two Wheeler,Telangana,2021,March,BENELLI,TRK 502X,STANDARD,493905
Two Wheeler,Telangana,2021,March,BENLING,AURA,STANDARD,88540
Two Wheeler,Telangana,2021,March,BENLING,FALCON,LEAD ACID,45743
Two Wheeler,Telangana,2021,March,BENLING,FALCON,STANDARD,57385
Two Wheeler,Telangana,2021,March,BENLING,ICON,LEAD ACID,48412
Two Wheeler,Telangana,2021,March,BENLING,ICON,STANDARD,60051
Two Wheeler,Telangana,2021,March,BENLING,KRITI,LEAD ACID,41111
Two Wheeler,Telangana,2021,March,BENLING,KRITI,STANDARD,53562
Two Wheeler,Telangana,2021,March,BGAUSS,A2,LEAD-ACID,49874
Two Wheeler,Telangana,2021,March,BGAUSS,A2,LITHIUM-ION,
Two Wheeler,Telangana,2021,March,BGAUSS,B8,LEAD-ACID,59850
Two Wheeler,Telangana,2021,March,BGAUSS,B8,LI,
Two Wheeler,Telangana,2021,March,BGAUSS,B8,LITHIUM-ION,78850
Two Wheeler,Telangana,2021,March,BMW,F900 R,STANDARD,1026000
Two Wheeler,Telangana,2021,March,BMW,F900 XR,PRO,1178000
Two Wheeler,Telangana,2021,March,BMW,F900 XR,STANDARD,1040250
Two Wheeler,Telangana,2021,March,BMW,G 310 R,STANDARD,237500
Two Wheeler,Telangana,2021,March,BMW,G310GS,STANDARD,275500
Two Wheeler,Telangana,2021,March,BMW,M 1000 RR,COMPETITION,4275000
Two Wheeler,Telangana,2021,March,BMW,M 1000 RR,STANDARD,3990000
Two Wheeler,Telangana,2021,March,BMW,R 1250 GS,PRO,1942750
Two Wheeler,Telangana,2021,March,BMW,R 1250 GS ADVENTURE,PRO,2123250
Two Wheeler,Telangana,2021,March,BMW,R 1250 R,STANDARD,1543750
Two Wheeler,Telangana,2021,March,BMW,R NINE T SCRAMBLER,STANDARD,1591250
Two Wheeler,Telangana,2021,March,BMW,R NINET,STANDARD,1757500
Two Wheeler,Telangana,2021,March,BMW,R18,CLASSIC,2280000
Two Wheeler,Telangana,2021,March,BMW,R18,FIRST EDITION,2142250
Two Wheeler,Telangana,2021,March,BMW,R18,STANDARD,1890500
Two Wheeler,Telangana,2021,March,BMW,S 1000 XR,PRO,2023500
Two Wheeler,Telangana,2021,March,BMW,S1000 RR,PRO,2033000
Two Wheeler,Telangana,2021,March,BMW,S1000 RR,PRO M SPORT,2256250
Two Wheeler,Telangana,2021,March,BMW,S1000 RR,STANDARD,1852500
Two Wheeler,Telangana,2021,March,CARBERRY,DOUBLE BARREL,1000CC,698250
Two Wheeler,Telangana,2021,March,CF MOTO,300NK,STANDARD,217550
Two Wheeler,Telangana,2021,March,CF MOTO,650GT,STANDARD,521550
Two Wheeler,Telangana,2021,March,CF MOTO,650MT,STANDARD,474050
Two Wheeler,Telangana,2021,March,CF MOTO,650NK,STANDARD,379050
Two Wheeler,Telangana,2021,March,CRAYON,ENVY,LITHIUM-ION,61750
Two Wheeler,Telangana,2021,March,CRAYON,ENVY,VRLA,50350
Two Wheeler,Telangana,2021,March,CRAYON,ZEEZ,LITHIUM-ION,55100
Two Wheeler,Telangana,2021,March,CRAYON,ZEEZ,VRLA,45600
Two Wheeler,Telangana,2021,March,DELTIC,DRIXX,STANDARD,44641
Two Wheeler,Telangana,2021,March,DELTIC,EZ,STANDARD,38000
Two Wheeler,Telangana,2021,March,DETEL EV,EASY,STANDARD,18999
Two Wheeler,Telangana,2021,March,DUCATI,MULTISTRADA 950,S,1471550
Two Wheeler,Telangana,2021,March,DUCATI,PANIGALE V2,STANDARD,1661550
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER 1100,DARK PRO,1044050
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER 1100,PRO,1135250
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER 1100,PRO SPORT,1305300
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER DESERT SLED,STANDARD,1034550
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER ICON,DARK,
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER ICON,NIGHT SHIFT,893000
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER ICON,STANDARD,806550
Two Wheeler,Telangana,2021,March,DUCATI,SCRAMBLER NIGHTSHIFT,STANDARD,931000
Two Wheeler,Telangana,2021,March,EEVE,4U,STANDARD,66985
Two Wheeler,Telangana,2021,March,EEVE,AHAVA,STANDARD,53105
Two Wheeler,Telangana,2021,March,EEVE,ATREO,STANDARD,61655
Two Wheeler,Telangana,2021,March,EEVE,WIND,STANDARD,52165
Two Wheeler,Telangana,2021,March,EEVE,XENIAA,STANDARD,70217
Two Wheeler,Telangana,2021,March,EEVE,YOUR,STANDARD,49312
Two Wheeler,Telangana,2021,March,EIDER,DAVE,150CC,128108
Two Wheeler,Telangana,2021,March,EIDER,DRONZER,150CC,73150
Two Wheeler,Telangana,2021,March,EIDER,ETANIA,150CC,64125
Two Wheeler,Telangana,2021,March,EIDER,LEORA,125CC,47025
Two Wheeler,Telangana,2021,March,EIDER,POLICE,650CC,380000
Two Wheeler,Telangana,2021,March,EIDER,RUDDY,150CC,51490
Two Wheeler,Telangana,2021,March,EIDER,STOIC,110CC,46550
Two Wheeler,Telangana,2021,March,GEMOPAI,ASTRID LITE,STD,75991
Two Wheeler,Telangana,2021,March,GEMOPAI,MISO,STANDARD,41800
Two Wheeler,Telangana,2021,March,GEMOPAI,RYDER,STD,57000
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,1200 CUSTOM,STANDARD,1034550
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,FAT BOY,STANDARD,1733750
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,FORTY EIGHT,STANDARD,1007950
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,FORTY EIGHT SPECIAL,STANDARD,1043100
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,IRON 883,STANDARD,891100
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,LOW RIDER,STANDARD,1306250
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,LOW RIDER S,STANDARD,1395550
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,STREET 750,STANDARD,445550
Two Wheeler,Telangana,2021,March,HARLEY-DAVIDSON,STREET ROD,STANDARD,569050
